dt, date, hour, minutes, seconds, lat, lon, elevation
2012-10-13T12:43:22.505Z,2012-10-13,12,43,22,51.506855,-0.074110,23.71,
2012-10-13T12:43:25.000Z,2012-10-13,12,43,25,51.506858,-0.074113,21.96,
2012-10-13T12:43:28.000Z,2012-10-13,12,43,28,51.506858,-0.074113,21.96,
2012-10-13T12:43:31.000Z,2012-10-13,12,43,31,51.506858,-0.074113,21.96,
2012-10-13T12:43:34.000Z,2012-10-13,12,43,34,51.506858,-0.074113,21.96,
2012-10-13T12:43:37.000Z,2012-10-13,12,43,37,51.506858,-0.074113,21.96,
2012-10-13T12:43:40.000Z,2012-10-13,12,43,40,51.506858,-0.074113,21.96,
2012-10-13T12:43:43.000Z,2012-10-13,12,43,43,51.506858,-0.074113,21.96,
2012-10-13T12:43:46.000Z,2012-10-13,12,43,46,51.506858,-0.074113,21.96,
2012-10-13T12:43:49.000Z,2012-10-13,12,43,49,51.506858,-0.074113,21.96,
2012-10-13T12:43:52.000Z,2012-10-13,12,43,52,51.506858,-0.074113,21.96,
2012-10-13T12:43:55.000Z,2012-10-13,12,43,55,51.506858,-0.074113,21.96,
2012-10-13T12:43:58.000Z,2012-10-13,12,43,58,51.506858,-0.074113,21.96,
2012-10-13T12:44:01.000Z,2012-10-13,12,44,01,51.506858,-0.074113,21.96,
2012-10-13T12:44:04.000Z,2012-10-13,12,44,04,51.506858,-0.074113,21.96,
2012-10-13T12:44:07.000Z,2012-10-13,12,44,07,51.506858,-0.074113,21.96,
2012-10-13T12:44:10.000Z,2012-10-13,12,44,10,51.506858,-0.074113,21.96,
2012-10-13T12:44:13.000Z,2012-10-13,12,44,13,51.506858,-0.074113,21.96,
2012-10-13T12:44:16.000Z,2012-10-13,12,44,16,51.506858,-0.074113,21.96,
2012-10-13T12:44:19.000Z,2012-10-13,12,44,19,51.506858,-0.074113,21.96,
2012-10-13T12:44:22.000Z,2012-10-13,12,44,22,51.506858,-0.074113,21.96,
2012-10-13T12:44:25.000Z,2012-10-13,12,44,25,51.506858,-0.074113,21.96,
2012-10-13T12:44:28.000Z,2012-10-13,12,44,28,51.506858,-0.074113,21.96,
2012-10-13T12:44:31.000Z,2012-10-13,12,44,31,51.506858,-0.074113,21.96,
2012-10-13T12:44:34.000Z,2012-10-13,12,44,34,51.506858,-0.074113,21.96,
2012-10-13T12:44:37.000Z,2012-10-13,12,44,37,51.506858,-0.074113,21.96,
2012-10-13T12:44:40.000Z,2012-10-13,12,44,40,51.506858,-0.074113,21.96,
2012-10-13T12:44:43.000Z,2012-10-13,12,44,43,51.506858,-0.074113,21.96,
2012-10-13T12:44:46.000Z,2012-10-13,12,44,46,51.506858,-0.074113,21.96,
2012-10-13T12:44:49.000Z,2012-10-13,12,44,49,51.506858,-0.074113,21.96,
2012-10-13T12:44:52.000Z,2012-10-13,12,44,52,51.506858,-0.074113,21.96,
2012-10-13T12:44:55.000Z,2012-10-13,12,44,55,51.506858,-0.074113,21.96,
2012-10-13T12:44:57.961Z,2012-10-13,12,44,57,51.506858,-0.074113,21.96,
2012-10-13T12:45:01.000Z,2012-10-13,12,45,01,51.506858,-0.074113,21.96,
2012-10-13T12:45:04.000Z,2012-10-13,12,45,04,51.506858,-0.074113,21.96,
2012-10-13T12:45:07.000Z,2012-10-13,12,45,07,51.506858,-0.074113,21.96,
2012-10-13T12:45:10.000Z,2012-10-13,12,45,10,51.506858,-0.074113,21.96,
2012-10-13T12:45:13.000Z,2012-10-13,12,45,13,51.506858,-0.074113,21.96,
2012-10-13T12:45:16.161Z,2012-10-13,12,45,16,51.506858,-0.074113,21.96,
2012-10-13T12:45:19.001Z,2012-10-13,12,45,19,51.506858,-0.074113,21.96,
2012-10-13T12:45:22.000Z,2012-10-13,12,45,22,51.506858,-0.074113,21.96,
2012-10-13T12:45:24.800Z,2012-10-13,12,45,24,51.506858,-0.074113,21.96,
2012-10-13T12:45:28.000Z,2012-10-13,12,45,28,51.506858,-0.074113,21.96,
2012-10-13T12:45:31.000Z,2012-10-13,12,45,31,51.506858,-0.074113,21.96,
2012-10-13T12:45:34.000Z,2012-10-13,12,45,34,51.506858,-0.074113,21.96,
2012-10-13T12:45:37.000Z,2012-10-13,12,45,37,51.506858,-0.074113,21.96,
2012-10-13T12:45:40.000Z,2012-10-13,12,45,40,51.506858,-0.074113,21.96,
2012-10-13T12:45:43.000Z,2012-10-13,12,45,43,51.506858,-0.074113,21.96,
2012-10-13T12:45:46.000Z,2012-10-13,12,45,46,51.506858,-0.074113,21.96,
2012-10-13T12:45:49.002Z,2012-10-13,12,45,49,51.506858,-0.074113,21.96,
2012-10-13T12:45:51.800Z,2012-10-13,12,45,51,51.506858,-0.074113,21.96,
2012-10-13T12:45:55.000Z,2012-10-13,12,45,55,51.506858,-0.074113,21.96,
2012-10-13T12:45:58.000Z,2012-10-13,12,45,58,51.506858,-0.074113,21.96,
2012-10-13T12:46:01.000Z,2012-10-13,12,46,01,51.506858,-0.074113,21.96,
2012-10-13T12:46:04.000Z,2012-10-13,12,46,04,51.506858,-0.074113,21.96,
2012-10-13T12:46:07.000Z,2012-10-13,12,46,07,51.506858,-0.074113,21.96,
2012-10-13T12:46:10.000Z,2012-10-13,12,46,10,51.506858,-0.074113,21.96,
2012-10-13T12:46:13.000Z,2012-10-13,12,46,13,51.506858,-0.074113,21.96,
2012-10-13T12:46:16.000Z,2012-10-13,12,46,16,51.506858,-0.074113,21.96,
2012-10-13T12:46:19.000Z,2012-10-13,12,46,19,51.506858,-0.074113,21.96,
2012-10-13T12:46:22.000Z,2012-10-13,12,46,22,51.506858,-0.074113,21.96,
2012-10-13T12:46:25.000Z,2012-10-13,12,46,25,51.506858,-0.074113,21.96,
2012-10-13T12:46:28.000Z,2012-10-13,12,46,28,51.506858,-0.074113,21.96,
2012-10-13T12:46:31.000Z,2012-10-13,12,46,31,51.506858,-0.074113,21.96,
2012-10-13T12:46:34.000Z,2012-10-13,12,46,34,51.506858,-0.074113,21.96,
2012-10-13T12:46:37.000Z,2012-10-13,12,46,37,51.506858,-0.074113,21.96,
2012-10-13T12:46:40.000Z,2012-10-13,12,46,40,51.506858,-0.074113,21.96,
2012-10-13T12:46:43.000Z,2012-10-13,12,46,43,51.506858,-0.074113,21.96,
2012-10-13T12:46:46.000Z,2012-10-13,12,46,46,51.506858,-0.074113,21.96,
2012-10-13T12:46:49.003Z,2012-10-13,12,46,49,51.506858,-0.074113,21.96,
2012-10-13T12:46:52.000Z,2012-10-13,12,46,52,51.506858,-0.074113,21.96,
2012-10-13T12:46:55.000Z,2012-10-13,12,46,55,51.506858,-0.074113,21.96,
2012-10-13T12:46:58.000Z,2012-10-13,12,46,58,51.506858,-0.074113,21.96,
2012-10-13T12:47:01.000Z,2012-10-13,12,47,01,51.506858,-0.074113,21.96,
2012-10-13T12:47:04.000Z,2012-10-13,12,47,04,51.506858,-0.074113,21.96,
2012-10-13T12:47:07.000Z,2012-10-13,12,47,07,51.506858,-0.074113,21.96,
2012-10-13T12:47:10.000Z,2012-10-13,12,47,10,51.506858,-0.074113,21.96,
2012-10-13T12:47:13.000Z,2012-10-13,12,47,13,51.506858,-0.074113,21.96,
2012-10-13T12:47:16.000Z,2012-10-13,12,47,16,51.506858,-0.074113,21.96,
2012-10-13T12:47:19.000Z,2012-10-13,12,47,19,51.506858,-0.074113,21.96,
2012-10-13T12:47:22.000Z,2012-10-13,12,47,22,51.506858,-0.074113,21.96,
2012-10-13T12:47:25.000Z,2012-10-13,12,47,25,51.506858,-0.074113,21.96,
2012-10-13T12:47:28.000Z,2012-10-13,12,47,28,51.506858,-0.074113,21.96,
2012-10-13T12:47:31.000Z,2012-10-13,12,47,31,51.506858,-0.074113,21.96,
2012-10-13T12:47:34.000Z,2012-10-13,12,47,34,51.506858,-0.074113,21.96,
2012-10-13T12:47:37.000Z,2012-10-13,12,47,37,51.506858,-0.074113,21.96,
2012-10-13T12:47:40.000Z,2012-10-13,12,47,40,51.506858,-0.074113,21.96,
2012-10-13T12:47:43.000Z,2012-10-13,12,47,43,51.506858,-0.074113,21.96,
2012-10-13T12:47:46.000Z,2012-10-13,12,47,46,51.506858,-0.074113,21.96,
2012-10-13T12:47:49.000Z,2012-10-13,12,47,49,51.506858,-0.074113,21.96,
2012-10-13T12:47:52.000Z,2012-10-13,12,47,52,51.506858,-0.074113,21.96,
2012-10-13T12:47:55.000Z,2012-10-13,12,47,55,51.506858,-0.074113,21.96,
2012-10-13T12:47:58.000Z,2012-10-13,12,47,58,51.506858,-0.074113,21.96,
2012-10-13T12:48:01.000Z,2012-10-13,12,48,01,51.506858,-0.074113,21.96,
2012-10-13T12:48:04.000Z,2012-10-13,12,48,04,51.506858,-0.074113,21.96,
2012-10-13T12:48:07.000Z,2012-10-13,12,48,07,51.506858,-0.074113,21.96,
2012-10-13T12:48:10.000Z,2012-10-13,12,48,10,51.506858,-0.074113,21.96,
2012-10-13T12:48:13.000Z,2012-10-13,12,48,13,51.506858,-0.074113,21.96,
2012-10-13T12:48:16.000Z,2012-10-13,12,48,16,51.506858,-0.074113,21.96,
2012-10-13T12:48:19.000Z,2012-10-13,12,48,19,51.506858,-0.074113,21.96,
2012-10-13T12:48:22.000Z,2012-10-13,12,48,22,51.506858,-0.074113,21.96,
2012-10-13T12:48:25.000Z,2012-10-13,12,48,25,51.506858,-0.074113,21.96,
2012-10-13T12:48:28.000Z,2012-10-13,12,48,28,51.506858,-0.074113,21.96,
2012-10-13T12:48:31.000Z,2012-10-13,12,48,31,51.506858,-0.074113,21.96,
2012-10-13T12:48:34.000Z,2012-10-13,12,48,34,51.506858,-0.074113,21.96,
2012-10-13T12:48:37.000Z,2012-10-13,12,48,37,51.506858,-0.074113,21.96,
2012-10-13T12:48:40.000Z,2012-10-13,12,48,40,51.506858,-0.074113,21.96,
2012-10-13T12:48:43.000Z,2012-10-13,12,48,43,51.506858,-0.074113,21.96,
2012-10-13T12:48:46.000Z,2012-10-13,12,48,46,51.506858,-0.074113,21.96,
2012-10-13T12:48:49.000Z,2012-10-13,12,48,49,51.506858,-0.074113,21.96,
2012-10-13T12:48:52.000Z,2012-10-13,12,48,52,51.506858,-0.074113,21.96,
2012-10-13T12:48:55.000Z,2012-10-13,12,48,55,51.506858,-0.074113,21.96,
2012-10-13T12:48:58.006Z,2012-10-13,12,48,58,51.506858,-0.074113,21.96,
2012-10-13T12:49:01.000Z,2012-10-13,12,49,01,51.506858,-0.074113,21.96,
2012-10-13T12:49:04.000Z,2012-10-13,12,49,04,51.506858,-0.074113,21.96,
2012-10-13T12:49:07.000Z,2012-10-13,12,49,07,51.506858,-0.074113,21.96,
2012-10-13T12:49:10.000Z,2012-10-13,12,49,10,51.506858,-0.074113,21.96,
2012-10-13T12:49:13.000Z,2012-10-13,12,49,13,51.506858,-0.074113,21.96,
2012-10-13T12:49:16.000Z,2012-10-13,12,49,16,51.506858,-0.074113,21.96,
2012-10-13T12:49:19.001Z,2012-10-13,12,49,19,51.506858,-0.074113,21.96,
2012-10-13T12:49:22.001Z,2012-10-13,12,49,22,51.506858,-0.074113,21.96,
2012-10-13T12:49:25.000Z,2012-10-13,12,49,25,51.506858,-0.074113,21.96,
2012-10-13T12:49:27.800Z,2012-10-13,12,49,27,51.506858,-0.074113,21.96,
2012-10-13T12:49:31.000Z,2012-10-13,12,49,31,51.506858,-0.074113,21.96,
2012-10-13T12:49:34.000Z,2012-10-13,12,49,34,51.506858,-0.074113,21.96,
2012-10-13T12:49:37.000Z,2012-10-13,12,49,37,51.506858,-0.074113,21.96,
2012-10-13T12:49:40.000Z,2012-10-13,12,49,40,51.506858,-0.074113,21.96,
2012-10-13T12:49:43.000Z,2012-10-13,12,49,43,51.506858,-0.074113,21.96,
2012-10-13T12:49:46.001Z,2012-10-13,12,49,46,51.506858,-0.074113,21.96,
2012-10-13T12:49:49.000Z,2012-10-13,12,49,49,51.506858,-0.074113,21.96,
2012-10-13T12:49:52.000Z,2012-10-13,12,49,52,51.506858,-0.074113,21.96,
2012-10-13T12:49:55.000Z,2012-10-13,12,49,55,51.506858,-0.074113,21.96,
2012-10-13T12:49:57.801Z,2012-10-13,12,49,57,51.506858,-0.074113,21.96,
2012-10-13T12:50:01.000Z,2012-10-13,12,50,01,51.506858,-0.074113,21.96,
2012-10-13T12:50:04.000Z,2012-10-13,12,50,04,51.506858,-0.074113,21.96,
2012-10-13T12:50:07.000Z,2012-10-13,12,50,07,51.506858,-0.074113,21.96,
2012-10-13T12:50:10.000Z,2012-10-13,12,50,10,51.506858,-0.074113,21.96,
2012-10-13T12:50:13.000Z,2012-10-13,12,50,13,51.506858,-0.074113,21.96,
2012-10-13T12:50:16.001Z,2012-10-13,12,50,16,51.506858,-0.074113,21.96,
2012-10-13T12:50:19.001Z,2012-10-13,12,50,19,51.506858,-0.074113,21.96,
2012-10-13T12:50:22.001Z,2012-10-13,12,50,22,51.506858,-0.074113,21.96,
2012-10-13T12:50:25.001Z,2012-10-13,12,50,25,51.506858,-0.074113,21.96,
2012-10-13T12:50:27.801Z,2012-10-13,12,50,27,51.506858,-0.074113,21.96,
2012-10-13T12:50:30.000Z,2012-10-13,12,50,30,51.506858,-0.074113,21.96,
2012-10-13T12:50:33.000Z,2012-10-13,12,50,33,51.506858,-0.074113,21.96,
2012-10-13T12:50:36.000Z,2012-10-13,12,50,36,51.506858,-0.074113,21.96,
2012-10-13T12:50:39.000Z,2012-10-13,12,50,39,51.506858,-0.074113,21.96,
2012-10-13T12:50:42.000Z,2012-10-13,12,50,42,51.506858,-0.074113,21.96,
2012-10-13T12:50:45.002Z,2012-10-13,12,50,45,51.506858,-0.074113,21.96,
2012-10-13T12:50:48.000Z,2012-10-13,12,50,48,51.506858,-0.074113,21.96,
2012-10-13T12:50:51.000Z,2012-10-13,12,50,51,51.506858,-0.074113,21.96,
2012-10-13T12:50:54.000Z,2012-10-13,12,50,54,51.506858,-0.074113,21.96,
2012-10-13T12:50:57.000Z,2012-10-13,12,50,57,51.506858,-0.074113,21.96,
2012-10-13T12:51:00.000Z,2012-10-13,12,51,00,51.506858,-0.074113,21.96,
2012-10-13T12:51:03.000Z,2012-10-13,12,51,03,51.506858,-0.074113,21.96,
2012-10-13T12:51:06.000Z,2012-10-13,12,51,06,51.506858,-0.074113,21.96,
2012-10-13T12:51:09.000Z,2012-10-13,12,51,09,51.506858,-0.074113,21.96,
2012-10-13T12:51:12.000Z,2012-10-13,12,51,12,51.506858,-0.074113,21.96,
2012-10-13T12:51:15.000Z,2012-10-13,12,51,15,51.506858,-0.074113,21.96,
2012-10-13T12:51:18.000Z,2012-10-13,12,51,18,51.506858,-0.074113,21.96,
2012-10-13T12:51:21.000Z,2012-10-13,12,51,21,51.506858,-0.074113,21.96,
2012-10-13T12:51:24.001Z,2012-10-13,12,51,24,51.506858,-0.074113,21.96,
2012-10-13T12:51:27.000Z,2012-10-13,12,51,27,51.506858,-0.074113,21.96,
2012-10-13T12:51:30.000Z,2012-10-13,12,51,30,51.506858,-0.074113,21.96,
2012-10-13T12:51:33.000Z,2012-10-13,12,51,33,51.506858,-0.074113,21.96,
2012-10-13T12:51:36.000Z,2012-10-13,12,51,36,51.506858,-0.074113,21.96,
2012-10-13T12:51:39.000Z,2012-10-13,12,51,39,51.506858,-0.074113,21.96,
2012-10-13T12:51:42.000Z,2012-10-13,12,51,42,51.506858,-0.074113,21.96,
2012-10-13T12:51:45.000Z,2012-10-13,12,51,45,51.506858,-0.074113,21.96,
2012-10-13T12:51:48.000Z,2012-10-13,12,51,48,51.506858,-0.074113,21.96,
2012-10-13T12:51:51.000Z,2012-10-13,12,51,51,51.506858,-0.074113,21.96,
2012-10-13T12:51:54.000Z,2012-10-13,12,51,54,51.506858,-0.074113,21.96,
2012-10-13T12:51:57.000Z,2012-10-13,12,51,57,51.506858,-0.074113,21.96,
2012-10-13T12:52:00.000Z,2012-10-13,12,52,00,51.506858,-0.074113,21.96,
2012-10-13T12:52:03.000Z,2012-10-13,12,52,03,51.506858,-0.074113,21.96,
2012-10-13T12:52:05.999Z,2012-10-13,12,52,05,51.506858,-0.074113,21.96,
2012-10-13T12:52:08.800Z,2012-10-13,12,52,08,51.506858,-0.074113,21.96,
2012-10-13T12:52:12.000Z,2012-10-13,12,52,12,51.506858,-0.074113,21.96,
2012-10-13T12:52:15.000Z,2012-10-13,12,52,15,51.506858,-0.074113,21.96,
2012-10-13T12:52:18.000Z,2012-10-13,12,52,18,51.506858,-0.074113,21.96,
2012-10-13T12:52:21.000Z,2012-10-13,12,52,21,51.506858,-0.074113,21.96,
2012-10-13T12:52:24.000Z,2012-10-13,12,52,24,51.506858,-0.074113,21.96,
2012-10-13T12:52:27.001Z,2012-10-13,12,52,27,51.506858,-0.074113,21.96,
2012-10-13T12:52:30.000Z,2012-10-13,12,52,30,51.506858,-0.074113,21.96,
2012-10-13T12:52:33.000Z,2012-10-13,12,52,33,51.506858,-0.074113,21.96,
2012-10-13T12:52:36.000Z,2012-10-13,12,52,36,51.506858,-0.074113,21.96,
2012-10-13T12:52:39.000Z,2012-10-13,12,52,39,51.506858,-0.074113,21.96,
2012-10-13T12:52:42.000Z,2012-10-13,12,52,42,51.506858,-0.074113,21.96,
2012-10-13T12:52:45.000Z,2012-10-13,12,52,45,51.506858,-0.074113,21.96,
2012-10-13T12:52:48.000Z,2012-10-13,12,52,48,51.506858,-0.074113,21.96,
2012-10-13T12:52:51.000Z,2012-10-13,12,52,51,51.506858,-0.074113,21.96,
2012-10-13T12:52:54.000Z,2012-10-13,12,52,54,51.506858,-0.074113,21.96,
2012-10-13T12:52:57.000Z,2012-10-13,12,52,57,51.506858,-0.074113,21.96,
2012-10-13T12:53:00.000Z,2012-10-13,12,53,00,51.506858,-0.074113,21.96,
2012-10-13T12:53:03.000Z,2012-10-13,12,53,03,51.506858,-0.074113,21.96,
2012-10-13T12:53:06.000Z,2012-10-13,12,53,06,51.506858,-0.074113,21.96,
2012-10-13T12:53:09.000Z,2012-10-13,12,53,09,51.506858,-0.074113,21.96,
2012-10-13T12:53:12.000Z,2012-10-13,12,53,12,51.506858,-0.074113,21.96,
2012-10-13T12:53:15.000Z,2012-10-13,12,53,15,51.506858,-0.074113,21.96,
2012-10-13T12:53:18.001Z,2012-10-13,12,53,18,51.506858,-0.074113,21.96,
2012-10-13T12:53:21.001Z,2012-10-13,12,53,21,51.506858,-0.074113,21.96,
2012-10-13T12:53:24.001Z,2012-10-13,12,53,24,51.506858,-0.074113,21.96,
2012-10-13T12:53:27.001Z,2012-10-13,12,53,27,51.506858,-0.074113,21.96,
2012-10-13T12:53:30.000Z,2012-10-13,12,53,30,51.506858,-0.074113,21.96,
2012-10-13T12:53:33.000Z,2012-10-13,12,53,33,51.506858,-0.074113,21.96,
2012-10-13T12:53:36.000Z,2012-10-13,12,53,36,51.506858,-0.074113,21.96,
2012-10-13T12:53:39.000Z,2012-10-13,12,53,39,51.506858,-0.074113,21.96,
2012-10-13T12:53:42.000Z,2012-10-13,12,53,42,51.506858,-0.074113,21.96,
2012-10-13T12:53:45.000Z,2012-10-13,12,53,45,51.506858,-0.074113,21.96,
2012-10-13T12:53:48.000Z,2012-10-13,12,53,48,51.506858,-0.074113,21.96,
2012-10-13T12:53:51.000Z,2012-10-13,12,53,51,51.506858,-0.074113,21.96,
2012-10-13T12:53:54.000Z,2012-10-13,12,53,54,51.506858,-0.074113,21.96,
2012-10-13T12:53:57.000Z,2012-10-13,12,53,57,51.506858,-0.074113,21.96,
2012-10-13T12:54:00.000Z,2012-10-13,12,54,00,51.506858,-0.074113,21.96,
2012-10-13T12:54:03.000Z,2012-10-13,12,54,03,51.506858,-0.074113,21.96,
2012-10-13T12:54:06.000Z,2012-10-13,12,54,06,51.506858,-0.074113,21.96,
2012-10-13T12:54:09.000Z,2012-10-13,12,54,09,51.506858,-0.074113,21.96,
2012-10-13T12:54:12.000Z,2012-10-13,12,54,12,51.506858,-0.074113,21.96,
2012-10-13T12:54:15.000Z,2012-10-13,12,54,15,51.506858,-0.074113,21.96,
2012-10-13T12:54:18.000Z,2012-10-13,12,54,18,51.506858,-0.074113,21.96,
2012-10-13T12:54:21.000Z,2012-10-13,12,54,21,51.506858,-0.074113,21.96,
2012-10-13T12:54:24.000Z,2012-10-13,12,54,24,51.506858,-0.074113,21.96,
2012-10-13T12:54:27.000Z,2012-10-13,12,54,27,51.506858,-0.074113,21.96,
2012-10-13T12:54:30.000Z,2012-10-13,12,54,30,51.506858,-0.074113,21.96,
2012-10-13T12:54:33.000Z,2012-10-13,12,54,33,51.506858,-0.074113,21.96,
2012-10-13T12:54:36.000Z,2012-10-13,12,54,36,51.506858,-0.074113,21.96,
2012-10-13T12:54:39.000Z,2012-10-13,12,54,39,51.506858,-0.074113,21.96,
2012-10-13T12:54:42.000Z,2012-10-13,12,54,42,51.506858,-0.074113,21.96,
2012-10-13T12:54:45.002Z,2012-10-13,12,54,45,51.506858,-0.074113,21.96,
2012-10-13T12:54:47.800Z,2012-10-13,12,54,47,51.506858,-0.074113,21.96,
2012-10-13T12:54:50.000Z,2012-10-13,12,54,50,51.506445,-0.074179,14.29,
2012-10-13T12:54:53.000Z,2012-10-13,12,54,53,51.506453,-0.074120,13.68,
2012-10-13T12:54:56.000Z,2012-10-13,12,54,56,51.506453,-0.074120,13.68,
2012-10-13T12:54:59.000Z,2012-10-13,12,54,59,51.506453,-0.074120,13.68,
2012-10-13T12:55:02.000Z,2012-10-13,12,55,02,51.506453,-0.074120,13.68,
2012-10-13T12:55:05.000Z,2012-10-13,12,55,05,51.506453,-0.074120,13.68,
2012-10-13T12:55:08.000Z,2012-10-13,12,55,08,51.506453,-0.074120,13.68,
2012-10-13T12:55:11.000Z,2012-10-13,12,55,11,51.506453,-0.074120,13.68,
2012-10-13T12:55:14.000Z,2012-10-13,12,55,14,51.506453,-0.074120,13.68,
2012-10-13T12:55:17.000Z,2012-10-13,12,55,17,51.506453,-0.074120,13.68,
2012-10-13T12:55:20.000Z,2012-10-13,12,55,20,51.506453,-0.074120,13.68,
2012-10-13T12:55:23.000Z,2012-10-13,12,55,23,51.506453,-0.074120,13.68,
2012-10-13T12:55:26.000Z,2012-10-13,12,55,26,51.506453,-0.074120,13.68,
2012-10-13T12:55:29.000Z,2012-10-13,12,55,29,51.506453,-0.074120,13.68,
2012-10-13T12:55:32.000Z,2012-10-13,12,55,32,51.506453,-0.074120,13.68,
2012-10-13T12:55:35.000Z,2012-10-13,12,55,35,51.506453,-0.074120,13.68,
2012-10-13T12:55:38.000Z,2012-10-13,12,55,38,51.506453,-0.074120,13.68,
2012-10-13T12:55:41.000Z,2012-10-13,12,55,41,51.506453,-0.074120,13.68,
2012-10-13T12:55:44.000Z,2012-10-13,12,55,44,51.506453,-0.074120,13.68,
2012-10-13T12:55:47.000Z,2012-10-13,12,55,47,51.506453,-0.074120,13.68,
2012-10-13T12:55:50.000Z,2012-10-13,12,55,50,51.506453,-0.074120,13.68,
2012-10-13T12:55:53.000Z,2012-10-13,12,55,53,51.506453,-0.074120,13.68,
2012-10-13T12:55:56.000Z,2012-10-13,12,55,56,51.506453,-0.074120,13.68,
2012-10-13T12:55:59.000Z,2012-10-13,12,55,59,51.506453,-0.074120,13.68,
2012-10-13T12:56:02.001Z,2012-10-13,12,56,02,51.506453,-0.074120,13.68,
2012-10-13T12:56:05.000Z,2012-10-13,12,56,05,51.506453,-0.074120,13.68,
2012-10-13T12:56:08.000Z,2012-10-13,12,56,08,51.506453,-0.074120,13.68,
2012-10-13T12:56:11.000Z,2012-10-13,12,56,11,51.506453,-0.074120,13.68,
2012-10-13T12:56:14.000Z,2012-10-13,12,56,14,51.506453,-0.074120,13.68,
2012-10-13T12:56:17.000Z,2012-10-13,12,56,17,51.506453,-0.074120,13.68,
2012-10-13T12:56:20.000Z,2012-10-13,12,56,20,51.506453,-0.074120,13.68,
2012-10-13T12:56:23.000Z,2012-10-13,12,56,23,51.506453,-0.074120,13.68,
2012-10-13T12:56:26.000Z,2012-10-13,12,56,26,51.506453,-0.074120,13.68,
2012-10-13T12:56:29.000Z,2012-10-13,12,56,29,51.506453,-0.074120,13.68,
2012-10-13T12:56:32.000Z,2012-10-13,12,56,32,51.506453,-0.074120,13.68,
2012-10-13T12:56:35.000Z,2012-10-13,12,56,35,51.506453,-0.074120,13.68,
2012-10-13T12:56:38.000Z,2012-10-13,12,56,38,51.506453,-0.074120,13.68,
2012-10-13T12:56:41.000Z,2012-10-13,12,56,41,51.506453,-0.074120,13.68,
2012-10-13T12:56:44.000Z,2012-10-13,12,56,44,51.506453,-0.074120,13.68,
2012-10-13T12:56:47.000Z,2012-10-13,12,56,47,51.506453,-0.074120,13.68,
2012-10-13T12:56:50.000Z,2012-10-13,12,56,50,51.506453,-0.074120,13.68,
2012-10-13T12:56:53.000Z,2012-10-13,12,56,53,51.506453,-0.074120,13.68,
2012-10-13T12:56:56.000Z,2012-10-13,12,56,56,51.506453,-0.074120,13.68,
2012-10-13T12:56:59.000Z,2012-10-13,12,56,59,51.506453,-0.074120,13.68,
2012-10-13T12:57:02.000Z,2012-10-13,12,57,02,51.506453,-0.074120,13.68,
2012-10-13T12:57:05.000Z,2012-10-13,12,57,05,51.506453,-0.074120,13.68,
2012-10-13T12:57:08.000Z,2012-10-13,12,57,08,51.506453,-0.074120,13.68,
2012-10-13T12:57:11.000Z,2012-10-13,12,57,11,51.506453,-0.074120,13.68,
2012-10-13T12:57:14.000Z,2012-10-13,12,57,14,51.506453,-0.074120,13.68,
2012-10-13T12:57:17.000Z,2012-10-13,12,57,17,51.506453,-0.074120,13.68,
2012-10-13T12:57:20.000Z,2012-10-13,12,57,20,51.506453,-0.074120,13.68,
2012-10-13T12:57:23.000Z,2012-10-13,12,57,23,51.506453,-0.074120,13.68,
2012-10-13T12:57:26.000Z,2012-10-13,12,57,26,51.506453,-0.074120,13.68,
2012-10-13T12:57:29.000Z,2012-10-13,12,57,29,51.506453,-0.074120,13.68,
2012-10-13T12:57:32.000Z,2012-10-13,12,57,32,51.506453,-0.074120,13.68,
2012-10-13T12:57:35.000Z,2012-10-13,12,57,35,51.506453,-0.074120,13.68,
2012-10-13T12:57:38.000Z,2012-10-13,12,57,38,51.506453,-0.074120,13.68,
2012-10-13T12:57:41.000Z,2012-10-13,12,57,41,51.506453,-0.074120,13.68,
2012-10-13T12:57:44.000Z,2012-10-13,12,57,44,51.506453,-0.074120,13.68,
2012-10-13T12:57:47.000Z,2012-10-13,12,57,47,51.506453,-0.074120,13.68,
2012-10-13T12:57:50.000Z,2012-10-13,12,57,50,51.506453,-0.074120,13.68,
2012-10-13T12:57:53.000Z,2012-10-13,12,57,53,51.506453,-0.074120,13.68,
2012-10-13T12:57:56.000Z,2012-10-13,12,57,56,51.506453,-0.074120,13.68,
2012-10-13T12:57:59.000Z,2012-10-13,12,57,59,51.506403,-0.074213,16.42,
2012-10-13T12:58:02.001Z,2012-10-13,12,58,02,51.506440,-0.074195,17.29,
2012-10-13T12:58:05.000Z,2012-10-13,12,58,05,51.506451,-0.074195,18.73,
2012-10-13T12:58:08.000Z,2012-10-13,12,58,08,51.506451,-0.074195,18.73,
2012-10-13T12:58:11.000Z,2012-10-13,12,58,11,51.506494,-0.074157,21.99,
2012-10-13T12:58:14.000Z,2012-10-13,12,58,14,51.506481,-0.074263,24.11,
2012-10-13T12:58:17.000Z,2012-10-13,12,58,17,51.506512,-0.074297,26.04,
2012-10-13T12:58:20.000Z,2012-10-13,12,58,20,51.506514,-0.074269,34.06,
2012-10-13T12:58:23.000Z,2012-10-13,12,58,23,51.506527,-0.074251,33.22,
2012-10-13T12:58:26.000Z,2012-10-13,12,58,26,51.506527,-0.074251,33.22,
